ID,GENERO,ESTADO_CIVIL,EDAD,GRADO_INSTRUCCION,CONDICION_VIVIENDA,NUMERO_DEPENDIENTES,DPTO_DOMICILIO,ANTIGUEDAD_DOMICILIO,TIPO_TRABAJADOR,TIENE_VEHIVULO,LIQUIDEZDISPONIBLE,ACTIVIDAD_ECONOMICA,DEUDAS_NEGATIVAS,T_D_AC_VEN_MA30_3M,RT_N_ENT_M0_3M,ANTIGUEDAD_LABORAL,UTILIDADOPERATIVA,VENTASNETAS,ENDEUDAMIENTOPATRIMONIAL,MARGENOPERATIVO,CICLOFINANCIERO,SEGMENTO,TARGET
136,M,S,66,PRIMARIA,PROPIO,0,CAJAMARCA,6,INDEPENDIENTE,False,440,VENTA DE PRODUCTOS LACTEOS,0,0,0,5,1030,6600,0.22,76.29,54.77,1,0
137,M,S,40,PRIMARIA,PROPIO,2,LA LIBERTAD,11,INDEPENDIENTE,False,2780,OTRAS ACTIVIDADES,0,0,1,5,3910,2240,0.22,15.67,28.69,3,0
138,F,S,24,MEDIO/SECUNDARIA,DE FAMILIAR,1,LIMA,6,INDEPENDIENTE,False,356.59,BODEGAS,0,0,0,5,546.59,9300,0.22,17.51,54.76,3,0
139,M,C,51,TECNICO,DE FAMILIAR,1,LIMA,16,INDEPENDIENTE,False,595.79,VENTA DE PRODUCTOS FARMACEUTICOS,0,0,0,5,1005.79,3528,0.22,11.17,17.35,3,0
140,M,S,39,MEDIO/SECUNDARIA,DE FAMILIAR,2,JUNIN,16,INDEPENDIENTE,False,410,ZAPATERIAS,0,0,0,5,690,3584,0.22,23.46,51.31,2,0
141,F,S,39,OTRO,PROPIO,2,LIMA,6,INDEPENDIENTE,False,266,VENTA DE PRODUCTOS FARMACEUTICOS,0,0,0,5,216,4200,0.22,6.13,41.66,3,0
142,M,S,20,TECNICO,ALQUILADO,0,CAJAMARCA,2,INDEPENDIENTE,False,854,OTRAS ACTIVIDADES,0,0,0,2,1384,7360,0.22,52.82,43.69,1,0
143,M,S,22,OTRO,DE FAMILIAR,0,LAMBAYEQUE,5,INDEPENDIENTE,False,380,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,450,6400,0.22,28.12,7.7,2,0
144,M,S,47,MEDIO/SECUNDARIA,ALQUILADO,1,SAN MARTIN,16,INDEPENDIENTE,False,477,TRANSPORTE,0,0,0,5,467,5200,0.22,27.79,13.23,2,0
145,M,S,44,PRIMARIA,DE FAMILIAR,2,CAJAMARCA,32,INDEPENDIENTE,False,1970,BODEGAS,0,1,0,15,1610,5460,0.22,10.32,30,1,0
146,F,S,59,PRIMARIA,PROPIO,4,CAJAMARCA,22,INDEPENDIENTE,False,1922.42,OTRAS ACTIVIDADES,0,0,0,5,2292.42,1350,0.22,6.45,30,1,0
147,M,S,25,MEDIO/SECUNDARIA,DE FAMILIAR,0,SAN MARTIN,6,INDEPENDIENTE,False,554,TRANSPORTE,0,0,0,6,1044,11127.67,0.22,70.54,59.19,2,0
148,F,C,66,PRIMARIA,PROPIO,0,HUANCAVELICA,16,INDEPENDIENTE,False,934,OTRAS ACTIVIDADES,0,0,0,5,1160,6470,0.22,55.5,13.5,1,0
149,F,S,27,OTRO,DE FAMILIAR,0,LIMA,6,INDEPENDIENTE,False,340.46,VENTA DE PRODUCTOS FARMACEUTICOS,0,1,0,5,590.46,9600,0.22,11.35,27.62,3,0
150,F,S,28,TECNICO,DE FAMILIAR,1,AMAZONAS,16,INDEPENDIENTE,False,560,BODEGAS,0,1,0,9,470,20000,0.22,28.92,2.35,1,0
151,F,S,20,MEDIO/SECUNDARIA,DE FAMILIAR,0,PIURA,3,INDEPENDIENTE,False,1188,VENTA DE ROPA -TEXTILES,0,1,0,5,1690,1400,0.22,46.94,30,2,0
152,M,S,36,MEDIO/SECUNDARIA,PROPIO,3,CAJAMARCA,11,INDEPENDIENTE,False,326.5,VENTA DE PRODUCTOS LACTEOS,0,0,0,5,1217.5,3461,0.22,67.73,64.2,1,0
153,F,S,26,UNIVERSITRARIO,DE FAMILIAR,1,PIURA,5,INDEPENDIENTE,False,2321,OTRAS ACTIVIDADES,0,0,0,5,2216,3800,0.19,15.82,16.9,2,0
154,F,S,30,MEDIO/SECUNDARIA,DE FAMILIAR,2,LAMBAYEQUE,11,INDEPENDIENTE,True,436,OTRAS ACTIVIDADES,0,0,0,3,656,7548,0.22,48.59,4.15,2,0
155,M,S,50,UNIVERSITRARIO,PROPIO,2,HUANCAVELICA,10,DEPENDIENTE,False,2586,HOTELES Y HOSPEDAJE,0,0,0,5,3778,9920,0.22,54.59,1.7,1,0
156,F,S,45,MEDIO/SECUNDARIA,PROPIO,3,LORETO,11,INDEPENDIENTE,False,290,OTRAS ACTIVIDADES,0,0,0,5,1175,13134.34,0.22,38.65,30,3,0
157,F,S,18,TECNICO,DE FAMILIAR,3,PIURA,6,INDEPENDIENTE,False,169.8,BODEGAS,0,0,0,5,224.8,12500,0.22,43.23,47.96,2,0
158,F,S,36,PRIMARIA,PROPIO,1,CAJAMARCA,20,INDEPENDIENTE,False,310,VENTA DE PRODUCTOS LACTEOS,0,0,0,5,530,7972.4,0.22,88.33,4.17,1,0
159,F,S,27,MEDIO/SECUNDARIA,DE FAMILIAR,1,JUNIN,6,INDEPENDIENTE,False,431.6,BODEGAS,0,0,0,5,431.6,3000,0.22,22.02,30.56,2,0
160,M,S,26,MEDIO/SECUNDARIA,PROPIO,1,CAJAMARCA,26,INDEPENDIENTE,False,866,PRODUCCION LACTEOS Y DERIVADOS,0,0,0,6,1016,2880,0.22,10.32,30,1,0
161,M,C,66,MEDIO/SECUNDARIA,DE FAMILIAR,0,JUNIN,16,INDEPENDIENTE,False,501,VENTA DE COMIDAS,0,0,0,5,1132,2520,0.72,13.67,30,2,1
162,F,S,28,PRIMARIA,PROPIO,1,CUSCO,6,INDEPENDIENTE,False,506,BODEGAS,0,0,0,5,876,9700,0.22,26.07,115.58,3,0
163,F,S,35,PRIMARIA,DE FAMILIAR,3,HUANCAVELICA,6,INDEPENDIENTE,False,1748.27,BODEGAS,0,0,0,5,2304.27,8280,0.22,22.59,13.25,1,0
164,M,S,52,MEDIO/SECUNDARIA,PROPIO,1,LAMBAYEQUE,15,INDEPENDIENTE,False,2750,ABARROTE,0,0,0,16,3450,3200,0.22,10.14,30,2,0
165,M,C,27,MEDIO/SECUNDARIA,PROPIO,2,LAMBAYEQUE,0,INDEPENDIENTE,False,1220,TRANSPORTE,0,0,0,5,1520,2016,0.22,42.22,19.78,2,0
166,M,S,18,MEDIO/SECUNDARIA,DE FAMILIAR,0,LA LIBERTAD,16,INDEPENDIENTE,False,390,OTRAS ACTIVIDADES,0,0,0,5,780,33416.67,0.22,18.48,-3.55,3,0
167,M,C,60,TECNICO,PROPIO,1,LAMBAYEQUE,6,INDEPENDIENTE,False,1785,OTRAS ACTIVIDADES,0,0,0,6,1720,9753.6,0.19,43,24.58,2,0
168,F,S,24,MEDIO/SECUNDARIA,ALQUILADO,1,PASCO,11,INDEPENDIENTE,False,370.06,BODEGAS,0,0,0,5,755.06,3200,0.22,16.2,30,2,0
169,M,C,40,MEDIO/SECUNDARIA,PROPIO,3,PIURA,1,INDEPENDIENTE,False,134,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,424,1240,0.22,37.85,59.37,2,0
170,M,S,40,PRIMARIA,PROPIO,3,SAN MARTIN,16,INDEPENDIENTE,False,1095,OTRAS ACTIVIDADES,0,0,0,5,1380,364000,0.22,49.28,7.1,2,0
171,F,S,29,PRIMARIA,PROPIO,1,CAJAMARCA,4,INDEPENDIENTE,False,415,VENTA AL POR MAYOR DE ANIMALES,0,0,0,5,490,1000,0.22,32.66,30,1,0
172,F,S,22,MEDIO/SECUNDARIA,ALQUILADO,1,AREQUIPA,3,INDEPENDIENTE,False,1295,VENTA DE CARNE Y DERIVADOS,0,1,0,5,1875,6480,0.22,2.06,37.53,3,0
173,F,C,61,MEDIO/SECUNDARIA,DE FAMILIAR,0,PASCO,16,INDEPENDIENTE,False,546.44,VENTA DE COMIDAS,0,0,0,5,1023.64,1100,0.22,22.95,30,2,0
174,M,S,23,TECNICO,ALQUILADO,0,SAN MARTIN,0,INDEPENDIENTE,False,288,OTRAS ACTIVIDADES,0,0,0,5,858,14760,0.22,76.6,67.18,2,0
175,F,S,19,MEDIO/SECUNDARIA,ALQUILADO,1,JUNIN,2,INDEPENDIENTE,False,282,VENTA DE COMIDAS,0,0,0,5,1102,3896,0.22,46.3,22.4,2,0
176,F,S,22,MEDIO/SECUNDARIA,DE FAMILIAR,1,APURIMAC,6,INDEPENDIENTE,False,935.2,TRANSPORTE,0,0,0,5,1495.2,2450,0.22,41.53,38.4,3,0
177,F,S,24,MEDIO/SECUNDARIA,DE FAMILIAR,1,ICA,16,INDEPENDIENTE,False,268,BODEGAS,0,1,1,1,1158,11000,0.22,26.55,61.28,2,0
178,F,S,47,MEDIO/SECUNDARIA,PROPIO,2,LORETO,15,INDEPENDIENTE,False,751.26,VENTA DE PESCADOS Y MARISCOS,0,0,0,5,980.94,4760,0.25,5.24,5.73,3,0
179,F,S,27,MEDIO/SECUNDARIA,DE FAMILIAR,1,AMAZONAS,6,INDEPENDIENTE,True,1710,VENTA AL POR MAYOR DE ANIMALES,0,0,0,6,1710,3390,0.22,7.12,3.52,1,0
180,F,S,26,MEDIO/SECUNDARIA,DE FAMILIAR,1,LA LIBERTAD,11,INDEPENDIENTE,False,1630,OTRAS ACTIVIDADES,0,0,0,3,2625,4200,0.22,15.26,4.76,3,1
181,F,S,49,MEDIO/SECUNDARIA,PROPIO,0,LAMBAYEQUE,14,INDEPENDIENTE,False,354,VENTA DE ROPA -TEXTILES,0,1,0,2,754,18200,0.22,25.13,11.74,2,0
182,M,S,36,MEDIO/SECUNDARIA,PROPIO,1,JUNIN,16,DEPENDIENTE,False,575,BODEGAS,0,0,0,5,540,235520,0.22,22.5,0.47,2,0
183,M,S,27,MEDIO/SECUNDARIA,DE FAMILIAR,3,PIURA,8,INDEPENDIENTE,False,478,CONSTRUCCION DE OBRAS EN GENERAL,0,0,0,5,1188,7240,0.22,66,17.76,2,0
184,F,S,50,MEDIO/SECUNDARIA,DE FAMILIAR,3,LIMA,26,INDEPENDIENTE,False,717.82,BODEGAS,0,0,0,5,987.82,22400,0.22,10.46,17.05,3,0
185,F,S,54,MEDIO/SECUNDARIA,PROPIO,0,LORETO,16,INDEPENDIENTE,False,246,VENTA DE COMIDAS,0,0,0,5,973,10120,0.22,37.42,62.52,3,0
186,M,S,38,MEDIO/SECUNDARIA,PROPIO,1,LORETO,3,INDEPENDIENTE,False,218,TRANSPORTE,0,1,0,5,522,8280,0.22,53.26,3.63,3,0
187,F,S,44,PRIMARIA,DE FAMILIAR,2,PIURA,2,INDEPENDIENTE,False,1625,BODEGAS,0,1,0,5,2224,10800,0.22,37.69,64.82,2,0
188,F,S,37,MEDIO/SECUNDARIA,PROPIO,2,PIURA,16,INDEPENDIENTE,False,510,OTRAS ACTIVIDADES,0,0,0,5,1210,910,0.22,43.84,30,2,0
189,F,S,22,MEDIO/SECUNDARIA,DE FAMILIAR,1,JUNIN,6,INDEPENDIENTE,False,609.11,BODEGAS,0,0,0,5,659.11,5700,0.22,16.88,6.8,2,0
190,M,C,35,MEDIO/SECUNDARIA,PROPIO,2,LIMA,16,INDEPENDIENTE,False,2100,OTRAS ACTIVIDADES,0,0,1,5,2480,5016,0.22,3.1,32,3,0
191,F,S,59,OTRO,PROPIO,3,LORETO,19,INDEPENDIENTE,False,691.85,VENTA DE COMIDAS,0,0,0,5,1660,2080,0.11,46.62,4.8,3,0
192,M,C,59,PRIMARIA,PROPIO,0,CAJAMARCA,15,INDEPENDIENTE,False,503,TRANSPORTE,0,1,0,5,1068,2800,0.22,46.03,200,1,0
193,M,S,27,MEDIO/SECUNDARIA,DE FAMILIAR,2,SAN MARTIN,6,INDEPENDIENTE,False,600,OTRAS ACTIVIDADES,0,1,0,6,850,18420,0.22,30.35,46.53,2,0
194,F,S,22,TECNICO,ALQUILADO,0,PIURA,1,DEPENDIENTE,False,855,OTRAS ACTIVIDADES,0,0,0,2,1025,1588,0.22,60.29,61.28,2,0
195,M,S,23,MEDIO/SECUNDARIA,DE FAMILIAR,2,CAJAMARCA,6,INDEPENDIENTE,False,360,TRANSPORTE,0,0,0,6,1020,4000,0.22,51,2.88,1,0
196,F,C,44,OTRO,PROPIO,2,ICA,26,INDEPENDIENTE,False,1647,BODEGAS,0,0,0,10,2572,24600,0.22,43.25,49.45,2,0
197,F,C,52,PRIMARIA,PROPIO,2,LAMBAYEQUE,16,INDEPENDIENTE,False,1366,VENTA DE COMIDAS,0,0,0,10,1666,2296,0.22,19.19,53.34,2,0
198,F,S,23,MEDIO/SECUNDARIA,DE FAMILIAR,1,LAMBAYEQUE,16,INDEPENDIENTE,False,436,BODEGAS,0,1,0,3,676,2520,0.22,12.8,14.83,2,0
199,M,S,36,MEDIO/SECUNDARIA,PROPIO,0,CAJAMARCA,10,INDEPENDIENTE,False,725,VENTA AL POR MAYOR DE ANIMALES,0,0,0,5,880,12000,0.22,12.57,133.02,1,1
200,F,S,65,MEDIO/SECUNDARIA,ALQUILADO,0,LIMA,6,INDEPENDIENTE,False,366,VENTA DE COMIDAS,0,1,0,5,476,28080,0.22,13.22,30,3,0
201,F,C,52,MEDIO/SECUNDARIA,PROPIO,0,LAMBAYEQUE,16,INDEPENDIENTE,False,295,LICORERIA,0,0,0,4,700,17400,0.22,10.73,21.55,2,0
202,F,S,20,MEDIO/SECUNDARIA,DE FAMILIAR,1,LA LIBERTAD,7,INDEPENDIENTE,False,678.2,BODEGAS,0,1,0,2,1803.2,2720,0.11,37.88,8.82,3,0
203,M,S,27,TECNICO,ALQUILADO,1,AREQUIPA,1,INDEPENDIENTE,False,1014,BODEGAS,0,1,0,5,1860,13720,0.22,32.06,38,3,0
204,F,S,61,PRIMARIA,PROPIO,0,SAN MARTIN,25,INDEPENDIENTE,False,438,BODEGAS,0,0,0,14,718,34000,0.22,18.69,6.02,2,0
205,M,C,51,PRIMARIA,PROPIO,3,SAN MARTIN,12,INDEPENDIENTE,False,591,VENTA DE VERDURAS Y FRUTAS,0,0,0,6,1481,2420,0.22,45.15,63.96,2,0
206,M,S,42,MEDIO/SECUNDARIA,PROPIO,2,SAN MARTIN,16,DEPENDIENTE,False,280,TRANSPORTE,0,0,0,4,960,12500,0.22,46.15,5.29,2,0
207,M,S,40,UNIVERSITRARIO,PROPIO,0,LORETO,2,INDEPENDIENTE,False,1643.8,VENTA DE ROPA -TEXTILES,0,1,0,10,1843.8,3620,0.22,19.69,49.54,3,0
208,F,S,46,MEDIO/SECUNDARIA,PROPIO,2,SAN MARTIN,17,INDEPENDIENTE,False,1183,OTRAS ACTIVIDADES,1,0,0,16,2008,19366.67,0.22,40.97,26.93,2,0
209,M,S,41,MEDIO/SECUNDARIA,DE FAMILIAR,1,PIURA,16,INDEPENDIENTE,False,688,VENTA DE PRODUCTO AGROPECUARIO,0,1,0,5,738,7210,0.22,27.95,80.31,2,0
210,F,S,24,TECNICO,DE FAMILIAR,1,APURIMAC,1,INDEPENDIENTE,False,4433.5,OTRAS ACTIVIDADES,0,0,1,5,6163.5,10312,0.22,45.58,12.5,3,0
211,M,S,22,PRIMARIA,PROPIO,1,AMAZONAS,4,INDEPENDIENTE,False,1060,VENTA DE VERDURAS Y FRUTAS,0,0,0,5,1700,8250,0.22,27.41,15.71,1,0
212,M,S,31,MEDIO/SECUNDARIA,ALQUILADO,1,HUANUCO,2,INDEPENDIENTE,False,266,TRANSPORTE,0,0,0,5,841,2080,0.22,56.82,67.2,1,1
213,F,S,47,MEDIO/SECUNDARIA,DE FAMILIAR,1,TACNA,3,INDEPENDIENTE,False,450,BODEGAS,0,0,0,5,1215,3380,0.22,23.09,30,2,1
214,F,S,47,OTRO,DE FAMILIAR,3,HUANCAVELICA,2,INDEPENDIENTE,False,280.86,BODEGAS,0,0,0,5,595.86,16200,0.22,19.47,0.64,1,0
215,M,S,37,UNIVERSITRARIO,PROPIO,2,TACNA,2,DEPENDIENTE,False,460,VENTA DE COMIDAS,0,1,0,5,910,14400,0.22,36.11,10,2,0
216,M,S,19,PRIMARIA,DE FAMILIAR,2,APURIMAC,1,INDEPENDIENTE,False,2136,TRANSPORTE,0,0,0,5,2286,4900,0.22,45.35,54.87,3,0
217,M,S,34,TECNICO,PROPIO,2,PIURA,3,DEPENDIENTE,False,580,OTRAS ACTIVIDADES,0,0,0,5,510,20000,0.22,53.12,68.18,2,0
218,M,S,34,MEDIO/SECUNDARIA,DE FAMILIAR,0,PUNO,6,INDEPENDIENTE,False,2670,OTRAS ACTIVIDADES,0,0,0,5,3660,770,0.22,23.01,147,1,0
219,F,S,29,MEDIO/SECUNDARIA,DE FAMILIAR,1,UCAYALI,26,INDEPENDIENTE,False,333,LICORERIA,0,1,0,5,758,2680,0.22,78.95,25.46,3,0
220,M,S,34,MEDIO/SECUNDARIA,DE FAMILIAR,2,PASCO,5,DEPENDIENTE,False,674,OTRAS ACTIVIDADES,0,0,0,5,1064,7838,0.22,37.15,44.14,2,0
221,M,S,32,MEDIO/SECUNDARIA,DE FAMILIAR,0,TUMBES,6,INDEPENDIENTE,False,390,TRANSPORTE,0,0,0,6,390,5840,0.22,22.94,30,2,0
222,F,S,29,PRIMARIA,PROPIO,2,HUANCAVELICA,4,INDEPENDIENTE,False,851.04,BODEGAS,0,0,0,5,1231.04,900,0.22,20.51,30,1,0
223,F,S,24,MEDIO/SECUNDARIA,DE FAMILIAR,0,ICA,2,INDEPENDIENTE,False,394,BODEGAS,0,1,0,2,1374,2380,0.22,27.04,17.69,2,0
224,F,S,32,PRIMARIA,PROPIO,1,PIURA,12,INDEPENDIENTE,False,420,VENTA DE ROPA -TEXTILES,0,0,0,5,700,1760,0.22,23.33,15,2,1
225,M,C,58,PRIMARIA,DE FAMILIAR,1,UCAYALI,16,INDEPENDIENTE,False,684,VENTA DE ROPA -TEXTILES,0,1,0,5,1534,3080,0.22,49.16,30,3,0
226,F,S,47,MEDIO/SECUNDARIA,ALQUILADO,2,LORETO,15,INDEPENDIENTE,False,559,VENTA DE VERDURAS Y FRUTAS,0,0,0,5,2192,1228.5,0.22,31.31,34.18,3,0
227,F,S,34,OTRO,ALQUILADO,1,LIMA,3,INDEPENDIENTE,False,279,BODEGAS,0,0,0,5,819,16300,0.22,19.5,54.25,3,0
228,M,S,31,MEDIO/SECUNDARIA,PROPIO,1,CAJAMARCA,16,INDEPENDIENTE,False,578,VENTA DE PRODUCTOS LACTEOS,0,0,1,5,865,4600,0.22,18.03,1622.09,1,1
229,M,S,31,MEDIO/SECUNDARIA,DE FAMILIAR,3,TUMBES,31,INDEPENDIENTE,True,250.5,TRANSPORTE,0,0,0,3,75,6140,0.22,14.42,27.8,2,0
230,M,S,18,MEDIO/SECUNDARIA,DE FAMILIAR,0,JUNIN,1,INDEPENDIENTE,False,339,TRANSPORTE,0,0,0,5,814,3705,0.22,52.85,12.17,2,0
231,F,S,25,MEDIO/SECUNDARIA,DE FAMILIAR,1,LA LIBERTAD,21,INDEPENDIENTE,False,625,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,1760,7500,0.22,63.76,297.79,3,0
232,M,S,20,TECNICO,DE FAMILIAR,0,LIMA,2,INDEPENDIENTE,False,1295,TRANSPORTE,0,0,1,5,1575,3360,0.22,41.01,5.49,3,1
233,M,S,23,TECNICO,DE FAMILIAR,0,TACNA,10,INDEPENDIENTE,False,465,OTRAS ACTIVIDADES,0,1,0,5,1290,4800,0.22,44.48,30,2,0
234,F,S,29,MEDIO/SECUNDARIA,PROPIO,0,CAJAMARCA,10,INDEPENDIENTE,False,999,VENTA DE PRODUCTOS LACTEOS,0,0,0,6,1249,2240,0.22,49.86,26.38,1,0
235,F,S,21,MEDIO/SECUNDARIA,ALQUILADO,2,AREQUIPA,11,INDEPENDIENTE,False,513,VENTA DE COMIDAS,0,0,0,5,1663,8680,0.22,13.72,59.85,3,0
236,F,S,26,MEDIO/SECUNDARIA,DE FAMILIAR,1,LAMBAYEQUE,16,INDEPENDIENTE,False,212,BODEGAS,0,1,0,3,152,1720,0.22,4.66,5.48,2,0
237,F,S,41,MEDIO/SECUNDARIA,PROPIO,3,LA LIBERTAD,6,INDEPENDIENTE,False,280,BODEGAS,0,0,0,5,1380,1720,0.22,24.12,173.07,3,0
238,M,C,61,MEDIO/SECUNDARIA,PROPIO,0,HUANCAVELICA,11,INDEPENDIENTE,False,11724.53,OTRAS ACTIVIDADES,0,0,0,5,24903,1050,0.51,66.95,30,1,1
239,F,S,18,MEDIO/SECUNDARIA,DE FAMILIAR,1,PIURA,17,INDEPENDIENTE,False,250,LICORERIA,0,0,0,0,850,2520,0.22,32.19,17.85,2,0
240,F,C,38,MEDIO/SECUNDARIA,PROPIO,2,LORETO,10,INDEPENDIENTE,False,380,OTRAS ACTIVIDADES,0,0,0,5,1260,30800,0.22,39.37,45.13,3,0
241,M,S,22,MEDIO/SECUNDARIA,DE FAMILIAR,0,LAMBAYEQUE,21,INDEPENDIENTE,False,313,OTRAS ACTIVIDADES,0,0,0,5,668,1920,0.22,59.64,30,2,0
242,F,S,51,MEDIO/SECUNDARIA,PROPIO,1,CAJAMARCA,6,INDEPENDIENTE,False,413.53,BODEGAS,0,0,0,5,1008.53,5760,0.22,46.69,132.8,1,0
243,M,C,57,TECNICO,PROPIO,3,JUNIN,18,INDEPENDIENTE,False,644.3,FABRICACION DE PRENDAS DE VESTIR,0,0,0,5,1094.3,4950,0.22,16.45,17.33,2,0
244,F,S,31,OTRO,ALQUILADO,0,LIMA,3,INDEPENDIENTE,False,295.32,VENTA DE COMIDAS,0,1,0,5,394.8,1800,0.22,10.9,30,3,0
245,M,C,46,PRIMARIA,DE FAMILIAR,1,CALLAO,15,INDEPENDIENTE,False,492.13,TRANSPORTE,0,0,0,5,496.5,2620,0.22,20.68,30,3,0
246,M,S,44,MEDIO/SECUNDARIA,PROPIO,2,PIURA,5,INDEPENDIENTE,False,247.5,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,857.5,1590,0.22,30.62,30,2,0
247,M,S,32,MEDIO/SECUNDARIA,ALQUILADO,2,JUNIN,0,INDEPENDIENTE,False,240,OTRAS ACTIVIDADES,0,1,0,5,980,7200,0.22,28,30,2,1
248,F,S,28,MEDIO/SECUNDARIA,DE FAMILIAR,1,HUANCAVELICA,11,DEPENDIENTE,False,187,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,423,5290,0.22,52.67,13.62,1,0
249,F,S,32,PRIMARIA,DE FAMILIAR,1,CAJAMARCA,16,INDEPENDIENTE,False,2226,VENTA DE ROPA -TEXTILES,0,0,0,5,2826,4300,0.22,30.38,44.83,1,0
250,F,S,43,PRIMARIA,PROPIO,3,LORETO,7,INDEPENDIENTE,False,265,OTRAS ACTIVIDADES,0,0,0,5,1245,1680,0.22,34.58,30,3,0
251,M,S,45,MEDIO/SECUNDARIA,PROPIO,2,LAMBAYEQUE,9,INDEPENDIENTE,False,1415,OTRAS ACTIVIDADES,0,1,0,8,2395,7450,0.22,66.52,46.38,2,0
252,F,S,49,MEDIO/SECUNDARIA,PROPIO,2,SAN MARTIN,6,INDEPENDIENTE,False,260,BODEGAS,0,0,0,1,310,2352,0.22,23.48,30,2,0
253,F,S,25,MEDIO/SECUNDARIA,PROPIO,2,PIURA,3,INDEPENDIENTE,False,561.74,BODEGAS,0,0,0,5,506.74,12600,0.22,36.72,58.24,2,0
254,M,S,29,TECNICO,DE FAMILIAR,0,JUNIN,6,INDEPENDIENTE,False,3482,VENTA DE COMIDAS,0,0,0,5,4322,17340,0.22,27.7,7.23,2,0
255,M,C,51,MEDIO/SECUNDARIA,DE FAMILIAR,0,LA LIBERTAD,16,INDEPENDIENTE,True,378.2,TRANSPORTE,0,1,0,5,3303.5,4400,0.44,90.75,30,3,0
256,M,S,29,MEDIO/SECUNDARIA,DE FAMILIAR,3,CAJAMARCA,26,DEPENDIENTE,False,1000,VENTA DE GRANOS,0,0,0,5,1350,1900,0.22,58.69,30,1,0
257,M,C,38,MEDIO/SECUNDARIA,PROPIO,1,LA LIBERTAD,6,INDEPENDIENTE,False,2004,OTRAS ACTIVIDADES,1,1,0,5,2632,2560,0.22,22.84,12.01,3,0
258,F,S,30,TECNICO,PROPIO,1,AYACUCHO,6,INDEPENDIENTE,False,2500,VENTA DE PRODUCTOS FARMACEUTICOS,0,1,1,5,3020,6840,0.22,21.88,94.01,3,0
259,M,S,43,MEDIO/SECUNDARIA,PROPIO,0,UCAYALI,6,INDEPENDIENTE,False,370,OTRAS ACTIVIDADES,0,1,0,5,850,3880,0.22,23.87,20.8,3,0
260,F,S,27,TECNICO,DE FAMILIAR,0,LIMA,2,INDEPENDIENTE,False,354.76,OTRAS ACTIVIDADES,0,0,0,5,864.76,1190,0.22,30.02,30,3,1
261,F,S,53,MEDIO/SECUNDARIA,PROPIO,1,LAMBAYEQUE,10,INDEPENDIENTE,False,245.2,VENTA DE ROPA -TEXTILES,0,0,0,2,695.2,13700,0.22,34.07,102.95,2,0
262,M,S,39,PRIMARIA,PROPIO,2,CAJAMARCA,6,INDEPENDIENTE,False,486.66,CRIA DE ANIMALES DOMESTICOS,0,0,0,6,1016.66,6300,0.22,9.53,10.15,1,0
263,F,S,27,PRIMARIA,DE FAMILIAR,1,LA LIBERTAD,6,INDEPENDIENTE,False,664,OTRAS ACTIVIDADES,0,0,0,5,1274,1520,0.22,16.11,28.12,3,1
264,M,S,24,TECNICO,DE FAMILIAR,0,TACNA,3,INDEPENDIENTE,False,655,BODEGAS,0,0,0,5,760,5440,0.22,8.83,7.27,2,0
265,F,S,26,MEDIO/SECUNDARIA,DE FAMILIAR,1,LORETO,2,INDEPENDIENTE,False,830.96,VENTA DE CARNE Y DERIVADOS,0,1,0,5,1145.96,4740,0.22,15.18,11.77,3,0
266,F,S,37,MEDIO/SECUNDARIA,PROPIO,3,LORETO,5,INDEPENDIENTE,False,558.5,VENTA DE VERDURAS Y FRUTAS,0,0,0,5,1372,4600,0.02,38.11,62.69,3,0
267,M,S,58,MEDIO/SECUNDARIA,PROPIO,1,SAN MARTIN,5,INDEPENDIENTE,True,2016,OTRAS ACTIVIDADES,0,0,0,11,3242,1000,0.14,11.83,617.14,2,0
268,M,S,31,TECNICO,DE FAMILIAR,2,PIURA,16,INDEPENDIENTE,False,570,BODEGAS,0,1,0,5,1390,2800,0.22,57.91,30,2,0
269,F,S,26,MEDIO/SECUNDARIA,DE FAMILIAR,1,HUANUCO,20,INDEPENDIENTE,False,345,ABARROTE,0,0,0,5,695,3560,0.22,15.1,25.21,1,0
270,M,S,42,MEDIO/SECUNDARIA,PROPIO,3,CAJAMARCA,9,DEPENDIENTE,False,506,VENTA DE PRODUCTOS LACTEOS,0,1,0,5,616,450,0.22,25.45,30,1,0
271,M,C,60,MEDIO/SECUNDARIA,PROPIO,1,HUANCAVELICA,11,INDEPENDIENTE,False,766.5,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,1264.5,1620,0.22,37.97,30,1,0
272,M,S,41,MEDIO/SECUNDARIA,DE FAMILIAR,2,CAJAMARCA,5,INDEPENDIENTE,False,470,CONSTRUCCION DE OBRAS EN GENERAL,0,1,0,5,510,750,0.22,18.88,30,1,0
273,F,S,39,MEDIO/SECUNDARIA,PROPIO,3,CAJAMARCA,16,INDEPENDIENTE,False,520,PRODUCCION LACTEOS Y DERIVADOS,0,0,0,5,820,3600,0.22,32.28,50,1,0
274,M,S,26,TECNICO,DE FAMILIAR,1,LA LIBERTAD,5,INDEPENDIENTE,False,607,OTRAS ACTIVIDADES,0,0,0,5,2540,8300,0.22,34.32,5.2,3,0
